id,SalePrice
1461,121573.64716667154
1462,153387.33373512054
1463,182805.26714699512
1464,195889.97403126842
1465,196234.49619724602
1466,171904.5973168193
1467,178064.85603806435
1468,161348.50193515164
1469,193026.09306140066
1470,119984.60383257606
1471,188556.86545338313
1472,96958.84042505971
1473,95643.3946929942
1474,145969.8682340671
1475,113704.93402675002
1476,361698.88769851136
1477,247619.8293446399
1478,294166.0118600386
1479,290964.83791592217
1480,484028.85766604636
1481,327359.9926914331
1482,211981.30034860715
1483,176226.67931337623
1484,161114.46315132335
1485,190214.0792090699
1486,193587.84836768312
1487,346701.1704655029
1488,237072.6793740887
1489,194906.32325539424
1490,232718.41017703188
1491,194309.68997427975
1492,93388.72789859572
1493,188561.7878192496
1494,302326.1727008993
1495,292772.02042801515
1496,234488.35723062555
1497,180425.261978773
1498,166913.30570348323
1499,162744.91049723327
1500,154203.84880493686
1501,174180.7383829612
1502,145514.5626064413
1503,294807.82421181264
1504,242300.23073682297
1505,226622.60903449942
1506,187487.89408451426
1507,245808.73502046952
1508,201562.3878323709
1509,164060.19235806246
1510,143747.64914315613
1511,148309.71572182945
1512,173357.3343721636
1513,151291.97803858444
1514,155631.91882008692
1515,195664.47017775784
1516,155707.82230617036
1517,168606.41637771163
1518,132041.90072699188
1519,209900.12931026795
1520,127867.46331694789
1521,130662.16882520067
1522,176542.06700014276
1523,111740.5477157444
1524,125629.89474504704
1525,121192.54797371873
1526,112694.19900389243
1527,106548.00352921487
1528,136936.7585679141
1529,149718.64360525872
1530,184083.39922009918
1531,105439.08264209694
1532,98886.57221592146
1533,146428.46631894266
1534,124767.43610071942
1535,148355.31641595488
1536,107409.52883687307
1537,66929.84893432789
1538,147975.9166282622
1539,194296.85510690635
1540,94316.28464931088
1541,138446.9983000086
1542,139193.3826148167
1543,191790.93067179405
1544,84648.83087765097
1545,114378.50700312649
1546,135671.61893528636
1547,129129.58188469967
1548,140162.7201560854
1549,119965.77749281924
1550,136231.77067704243
1551,108092.35629461613
1552,136535.31297107734
1553,148126.5324755021
1554,116575.4718613896
1555,162498.28696120437
1556,84497.77481907124
1557,104375.44080180228
1558,98540.11541239682
1559,65912.83594773669
1560,131503.76235173777
1561,131618.6811851779
1562,130428.20793647844
1563,118668.7066260914
1564,152377.00483402616
1565,151370.12959094526
1566,237448.48802820037
1567,77364.7333834664
1568,232103.55032318615
1569,127919.8098064882
1570,139196.53363351108
1571,122798.33424724934
1572,142533.69811274862
1573,230783.96252309036
1574,119900.55345585306
1575,227993.13202724414
1576,243648.9932600172
1577,182850.38206144015
1578,150366.24828417058
1579,144009.20674196578
1580,196832.4505227891
1581,154180.7256633505
1582,125292.05086495282
1583,297044.09044915554
1584,217241.12800635054
1585,136239.0260919421
1586,68684.58382294993
1587,104486.93912737897
1588,151769.00759747805
1589,96228.0514713808
1590,134107.039042508
1591,92037.36361673701
1592,115116.07894958417
1593,127144.03422993486
1594,121537.34272550065
1595,105207.67680232195
1596,226936.9083482837
1597,194689.91915422882
1598,225667.05467182846
1599,171933.60724157287
1600,164647.59810706842
1601,65749.20205043282
1602,115953.65328957712
1603,76329.3642769811
1604,258103.8382857877
1605,242206.275842862
1606,167678.1805462609
1607,173043.51475691126
1608,216190.37541672066
1609,182967.450976233
1610,151571.8425145007
1611,138207.1386103386
1612,170429.46169634647
1613,163252.72243110597
1614,129481.7885639936
1615,92452.7990504628
1616,77347.48663283238
1617,94671.95611817135
1618,124757.3397796914
1619,138955.8659842076
1620,155080.30621508276
1621,138655.8302675136
1622,143786.8398912507
1623,261585.85361959672
1624,208747.21390198756
1625,120485.91507359082
1626,169897.7781431137
1627,192237.22612153064
1628,277544.2104470909
1629,183005.17785072606
1630,342635.76982042834
1631,229336.49103478077
1632,245776.25192023863
1633,174191.55444976222
1634,183928.46108517502
1635,177842.31615417852
1636,152713.52660030994
1637,198586.97595816632
1638,183864.9380652132
1639,189547.6114133638
1640,248147.74163663064
1641,183838.0014071915
1642,239590.89403948537
1643,216519.73269624432
1644,232679.97223187995
1645,197040.54910352323
1646,158659.43774529936
1647,161152.60560396948
1648,130037.15261089613
1649,139657.93462638318
1650,112813.1738367432
1651,120287.22744499745
1652,98014.61672832181
1653,98991.04863553852
1654,144897.83658942376
1655,136962.85198794704
1656,140903.95372081036
1657,147189.66809854592
1658,142661.6448746198
1659,119061.92689567171
1660,155541.0925799922
1661,419639.59766219987
1662,411324.2555896518
1663,381061.9156325002
1664,401690.6635255228
1665,304745.14227908273
1666,334633.8647414993
1667,372110.7757497542
1668,346065.489990874
1669,310996.75032561435
1670,359687.0444728113
1671,259561.44646197735
1672,427273.2619966094
1673,290363.63503639423
1674,243105.19313259167
1675,193789.45241578776
1676,192751.95503315324
1677,220608.3103631884
1678,446897.9922373188
1679,388321.32968002965
1680,333764.2333222971
1681,252309.15841985412
1682,320012.22667463165
1683,179901.09793925312
1684,175568.07772509538
1685,175952.36194935878
1686,167288.35707871418
1687,173226.5938761033
1688,188831.94607774666
1689,195636.85828746174
1690,198481.87616693712
1691,186395.01763136254
1692,270768.6191850264
1693,170118.23740648368
1694,184907.27688710619
1695,168653.57290387084
1696,274789.7080385258
1697,173558.8449284397
1698,347962.8840430698
1699,316856.0620960277
1700,252536.6346661456
1701,272381.60810021637
1702,240412.732748029
1703,241916.03059962473
1704,276944.72401733365
1705,241855.62494397938
1706,346464.457958134
1707,215959.39876648292
1708,201079.50937881367
1709,268393.55775485164
1710,219227.73024699866
1711,269915.1496812778
1712,255278.61182670924
1713,279121.1959845015
1714,224671.58253651898
1715,210855.78575413843
1716,185128.21293840738
1717,178148.17243273876
1718,137370.9487659615
1719,206780.76137001129
1720,245463.87500990494
1721,164970.83620560286
1722,125923.84991611606
1723,154793.60680560657
1724,202417.9514307562
1725,236209.23411733765
1726,185776.71996353922
1727,152209.31343798208
1728,173597.22786252628
1729,169646.98090367884
1730,157283.79056322112
1731,121322.88115297555
1732,128007.05249494471
1733,114312.12212872086
1734,118542.28208841926
1735,126713.93195275714
1736,109573.63926121852
1737,309278.76642946684
1738,245434.68840156993
1739,234542.2442156502
1740,210577.13953230003
1741,187048.5651444082
1742,172304.1777475196
1743,178775.834953004
1744,311561.90504494996
1745,220039.6282422723
1746,184152.09367059646
1747,218101.418829634
1748,216083.00548089793
1749,145017.9365334784
1750,124213.07956123987
1751,247874.01390210394
1752,117208.80090280528
1753,149855.29612367146
1754,194559.7124555323
1755,163782.03212766701
1756,125469.6692517607
1757,121302.72687178847
1758,146954.3071851181
1759,161512.53348340583
1760,164743.88133712744
1761,146564.31709594862
1762,179483.38662585465
1763,185197.79953417974
1764,113095.44612715357
1765,155306.62745762634
1766,186937.75833134196
1767,219186.64817802855
1768,141140.4615488571
1769,176529.70318901545
1770,154017.43254605826
1771,124565.39225448873
1772,130779.36079218997
1773,128707.68263992971
1774,140771.3690623956
1775,142211.77612399845
1776,129729.17742960421
1777,109104.34254593264
1778,139389.91036416765
1779,116490.08229981693
1780,181023.7563067756
1781,126962.08813918331
1782,87268.91424036985
1783,141330.11765058845
1784,108233.18395320696
1785,123794.6034927578
1786,144323.08182108498
1787,167623.5887154353
1788,58236.193103898055
1789,100466.94508962544
1790,79559.68553513108
1791,182415.89604419668
1792,159878.57877443862
1793,127437.34479736189
1794,155180.58955329433
1795,133119.7602063849
1796,131479.42022136255
1797,115159.43110242294
1798,121775.10219449979
1799,111231.19946370611
1800,134880.8068576338
1801,126584.52770657558
1802,142457.4027125775
1803,149445.98284382705
1804,136873.4699982692
1805,137477.49623071158
1806,125161.9403393152
1807,135169.30226293197
1808,126067.93724611968
1809,122993.75507960511
1810,140470.92011148838
1811,95012.46127569185
1812,99945.7684787326
1813,123956.56270111515
1814,97609.94361771122
1815,55039.88380917389
1816,98702.91932808112
1817,107541.04684522457
1818,140491.77799351048
1819,126270.52757690825
1820,52844.045362420715
1821,117476.512020969
1822,150425.91617277934
1823,46019.379301443056
1824,132001.28592908097
1825,137653.95880743203
1826,103460.83302280401
1827,100717.02985169385
1828,137508.4583816043
1829,126400.63708584334
1830,137822.1512559374
1831,145357.26241743582
1832,74043.8315834899
1833,142118.5678904283
1834,116007.08141762958
1835,122107.99880215531
1836,125667.93831940848
1837,86084.21325611908
1838,123939.50504036684
1839,97144.16444563285
1840,147664.1293501292
1841,137423.8703683858
1842,86906.59378940042
1843,127985.25441363912
1844,144028.3049637162
1845,142751.0854340443
1846,155844.2684138122
1847,167125.2046531736
1848,53123.565098182786
1849,112049.77481185274
1850,118252.18807146692
1851,153382.83414522896
1852,126520.98174963
1853,122566.38163929367
1854,164935.27226980904
1855,149184.18656205919
1856,221543.17023783506
1857,138379.78505437216
1858,135862.8540430988
1859,120779.23825944694
1860,149257.0004463199
