Id,SalePrice
1461,121528.44
1462,129885.586
1463,174027.5
1464,179729.17
1465,181362.52
1466,182462.75
1467,159178.12
1468,166902.05
1469,184327.66
1470,116673.71
1471,209178.47
1472,112995.14
1473,83040.73
1474,142031.8
1475,110322.54
1476,355135.5
1477,231452.16
1478,278053.1
1479,280170.7
1480,392023.28
1481,353059.44
1482,210400.47
1483,176231.48
1484,164310.45
1485,159782.84
1486,198623.8
1487,298735.78
1488,243168.81
1489,188406.38
1490,192922.95
1491,192746.25
1492,108618.7
1493,187248.0
1494,269238.6
1495,276879.8
1496,205680.61
1497,173583.69
1498,161492.97
1499,157543.73
1500,151490.0
1501,163812.12
1502,141060.92
1503,244802.55
1504,201351.95
1505,203984.48
1506,157560.33
1507,280588.4
1508,208770.61
1509,163318.27
1510,142787.12
1511,134847.92
1512,168537.53
1513,148655.03
1514,131875.12
1515,240029.98
1516,173757.44
1517,186899.16
1518,112966.97
1519,174031.12
1520,125500.086
1521,126116.09
1522,179295.56
1523,102042.28
1524,129477.57
1525,129242.22
1526,127413.945
1527,112933.15
1528,133961.98
1529,137760.3
1530,150395.14
1531,125171.44
1532,96796.484
1533,111031.125
1534,120218.99
1535,152786.66
1536,123574.44
1537,58258.902
1538,155820.45
1539,179973.16
1540,97477.32
1541,142342.89
1542,151828.25
1543,152882.23
1544,90909.73
1545,108855.66
1546,132198.0
1547,136312.17
1548,144311.1
1549,122340.64
1550,134334.4
1551,117930.484
1552,154304.73
1553,160269.42
1554,114431.65
1555,178059.0
1556,102745.73
1557,127676.32
1558,81927.766
1559,133926.47
1560,147625.44
1561,105159.05
1562,125203.24
1563,122974.914
1564,129551.14
1565,143826.16
1566,215723.67
1567,79261.445
1568,219560.69
1569,126218.45
1570,140877.66
1571,106338.81
1572,140001.81
1573,196164.66
1574,136948.9
1575,204864.88
1576,202463.52
1577,192244.25
1578,154247.28
1579,139890.56
1580,193155.86
1581,163491.6
1582,120913.14
1583,329535.5
1584,248516.9
1585,138357.69
1586,74671.53
1587,112582.35
1588,136763.77
1589,114321.42
1590,126166.734
1591,97737.17
1592,114680.695
1593,133337.0
1594,110330.43
1595,133541.89
1596,184530.5
1597,173789.02
1598,193162.36
1599,167350.22
1600,177540.58
1601,54169.527
1602,127434.13
1603,80746.29
1604,251787.28
1605,238938.45
1606,158303.84
1607,153931.72
1608,190619.75
1609,181465.47
1610,155632.52
1611,140758.84
1612,159918.64
1613,168785.31
1614,128988.98
1615,90293.72
1616,71994.98
1617,85381.9
1618,128654.84
1619,140309.23
1620,176892.62
1621,137169.5
1622,143438.19
1623,264347.62
1624,180451.08
1625,119097.984
1626,154217.84
1627,171084.03
1628,270382.38
1629,168793.78
1630,329459.0
1631,224947.38
1632,245304.9
1633,167811.84
1634,180303.1
1635,173538.05
1636,162497.16
1637,185188.7
1638,206227.17
1639,201369.12
1640,335970.97
1641,186687.61
1642,202276.95
1643,231387.0
1644,222158.12
1645,284125.22
1646,149006.03
1647,162733.05
1648,143174.34
1649,135593.22
1650,112576.39
1651,118761.1
1652,94756.82
1653,96821.766
1654,152332.58
1655,127310.69
1656,149088.47
1657,153368.47
1658,141613.39
1659,118931.52
1660,166106.66
1661,490221.0
1662,379107.3
1663,379669.25
1664,377333.34
1665,316926.53
1666,290980.88
1667,329545.94
1668,290222.38
1669,258146.53
1670,331395.62
1671,252024.38
1672,526866.9
1673,290755.38
1674,244173.44
1675,194129.03
1676,193443.67
1677,211949.66
1678,470340.03
1679,386481.06
1680,311876.12
1681,254955.23
1682,242112.78
1683,189475.83
1684,175771.81
1685,167392.38
1686,168339.7
1687,161804.78
1688,190031.47
1689,187924.17
1690,179833.97
1691,172763.81
1692,242987.75
1693,155932.23
1694,172012.22
1695,160832.22
1696,269290.8
1697,161752.31
1698,346631.53
1699,310416.62
1700,238450.48
1701,274259.94
1702,247080.31
1703,258395.66
1704,242287.28
1705,205394.27
1706,402252.12
1707,204086.05
1708,196876.78
1709,259799.69
1710,238727.3
1711,219440.56
1712,255361.94
1713,226436.3
1714,210243.86
1715,195359.02
1716,186799.62
1717,172984.33
1718,164698.88
1719,208820.64
1720,216040.22
1721,181809.05
1722,152728.88
1723,150066.38
1724,219374.02
1725,242040.66
1726,208339.23
1727,155946.75
1728,176446.67
1729,166579.02
1730,169874.42
1731,118646.29
1732,113919.54
1733,115764.55
1734,127271.35
1735,126285.25
1736,118719.875
1737,321232.7
1738,211879.81
1739,133764.6
1740,251363.4
1741,183434.6
1742,164542.39
1743,166045.67
1744,313251.5
1745,233586.1
1746,226661.88
1747,249582.56
1748,309466.62
1749,163609.45
1750,139227.5
1751,277144.75
1752,123658.914
1753,150125.7
1754,226693.06
1755,155684.16
1756,104431.63
1757,115139.56
1758,130095.65
1759,165167.38
1760,156784.5
1761,146090.75
1762,203265.72
1763,148038.4
1764,119453.87
1765,177504.53
1766,186236.23
1767,212522.19
1768,132918.03
1769,171715.62
1770,139608.5
1771,132139.45
1772,138082.12
1773,131208.56
1774,126308.92
1775,133272.39
1776,136982.1
1777,107635.88
1778,137203.52
1779,134265.77
1780,165628.08
1781,126103.47
1782,65335.367
1783,129912.26
1784,106662.234
1785,122223.39
1786,111557.45
1787,148674.75
1788,40636.06
1789,109473.86
1790,81936.41
1791,191514.66
1792,168884.31
1793,140549.14
1794,132753.03
1795,134590.12
1796,143424.4
1797,135523.86
1798,122030.57
1799,104837.234
1800,115682.914
1801,134184.44
1802,150754.34
1803,161577.92
1804,136889.03
1805,136802.6
1806,144548.6
1807,137650.67
1808,131607.08
1809,109677.234
1810,157834.48
1811,111685.02
1812,120339.44
1813,120209.375
1814,83787.37
1815,51329.477
1816,97217.72
1817,91317.78
1818,133618.86
1819,108217.37
1820,63834.082
1821,114014.234
1822,118500.08
1823,59756.434
1824,138949.84
1825,145407.53
1826,99975.06
1827,108502.625
1828,138676.03
1829,113216.695
1830,128539.625
1831,143637.86
1832,101714.49
1833,137805.06
1834,123676.87
1835,143597.23
1836,137208.17
1837,96991.89
1838,105056.95
1839,89727.17
1840,152594.25
1841,138854.78
1842,88751.02
1843,146590.45
1844,136430.58
1845,143422.33
1846,144424.39
1847,192058.88
1848,54021.5
1849,141190.47
1850,124239.14
1851,158179.23
1852,128323.96
1853,129868.48
1854,168833.9
1855,139383.22
1856,223057.8
1857,181746.03
1858,130087.78
1859,116891.625
1860,151052.05
1861,115123.2
1862,312626.6
1863,283684.38
1864,283658.5
1865,304022.38
1866,286458.78
1867,228464.88
